""	"QC1_001"	"HU_neg_017"	"HU_neg_018"	"HU_neg_020"	"HU_neg_021"	"HU_neg_027"	"HU_neg_028"	"HU_neg_032"	"HU_neg_034"	"QC1_002"	"HU_neg_037"	"HU_neg_041"	"HU_neg_043"	"HU_neg_044"	"HU_neg_047"	"HU_neg_048"	"QC1_003"	"HU_neg_049"	"HU_neg_050"	"HU_neg_051"	"HU_neg_052"	"HU_neg_055"	"HU_neg_060"	"HU_neg_061"	"QC1_004"	"HU_neg_064"	"HU_neg_065"	"HU_neg_066"	"HU_neg_068"	"HU_neg_072"	"HU_neg_077"	"HU_neg_078"	"QC1_005"	"HU_neg_079"	"HU_neg_083"	"HU_neg_086"	"HU_neg_088"	"HU_neg_089"	"HU_neg_090"	"HU_neg_091"	"HU_neg_093"	"HU_neg_094"	"QC1_006"	"HU_neg_099"	"HU_neg_100"	"HU_neg_101"	"HU_neg_105"	"HU_neg_107"	"HU_neg_108"	"HU_neg_109"	"HU_neg_110"	"QC1_007"	"HU_neg_116"	"HU_neg_118"	"HU_neg_123"	"HU_neg_125"	"HU_neg_126"	"HU_neg_127"	"QC1_008"	"HU_neg_130"	"HU_neg_131"	"HU_neg_132"	"HU_neg_133"	"HU_neg_134"	"HU_neg_138"	"QC1_009"	"HU_neg_144"	"HU_neg_148"	"HU_neg_149"	"HU_neg_150"	"QC1_010"	"HU_neg_152"	"HU_neg_154"	"HU_neg_156"	"HU_neg_157"	"HU_neg_158"	"HU_neg_163"	"HU_neg_170"	"HU_neg_171"	"QC1_011"	"HU_neg_172"	"HU_neg_173"	"HU_neg_174"	"HU_neg_175"	"HU_neg_179"	"HU_neg_180"	"HU_neg_181"	"HU_neg_182"	"QC1_012"	"HU_neg_184"	"HU_neg_185"	"HU_neg_186"	"HU_neg_189"	"HU_neg_192"	"HU_neg_196"	"QC1_013"	"HU_neg_200"	"HU_neg_201"	"HU_neg_202"	"HU_neg_204"	"HU_neg_207"	"HU_neg_208"	"HU_neg_209"	"QC1_014"	"QC1_001_b2"	"HU_neg_022_b2"	"HU_neg_076_b2"	"HU_neg_166_b2"	"HU_neg_114_b2"	"HU_neg_190_b2"	"HU_neg_139_b2"	"HU_neg_096_b2"	"HU_neg_058_b2"	"HU_neg_031_b2"	"QC1_002_b2"	"HU_neg_039_b2"	"HU_neg_087_b2"	"HU_neg_143_b2"	"HU_neg_162_b2"	"HU_neg_102_b2"	"HU_neg_188_b2"	"HU_neg_095_b2"	"HU_neg_062_b2"	"QC1_003_b2"	"HU_neg_063_b2"	"HU_neg_011_b2"	"HU_neg_074_b2"	"HU_neg_122_b2"	"HU_neg_142_b2"	"HU_neg_030_b2"	"HU_neg_187_b2"	"HU_neg_167_b2"	"HU_neg_113_b2"	"QC1_004_b2"	"HU_neg_081_b2"	"HU_neg_014_b2"	"HU_neg_206_b2"	"HU_neg_119_b2"	"HU_neg_033_b2"	"HU_neg_067_b2"	"HU_neg_140_b2"	"HU_neg_164_b2"	"HU_neg_193_b2"	"HU_neg_112_b2"	"QC1_005_b2"	"HU_neg_097_b2"	"HU_neg_056_b2"	"HU_neg_195_b2"	"HU_neg_135_b2"	"HU_neg_159_b2"	"HU_neg_070_b2"	"HU_neg_038_b2"	"HU_neg_026_b2"	"QC1_006_b2"	"HU_neg_098_b2"	"HU_neg_115_b2"	"HU_neg_137_b2"	"HU_neg_019_b2"	"HU_neg_073_b2"	"HU_neg_168_b2"	"HU_neg_191_b2"	"HU_neg_040_b2"	"HU_neg_046_b2"	"QC1_007_b2"	"HU_neg_103_b2"	"HU_neg_015_b2"	"HU_neg_053_b2"	"HU_neg_121_b2"	"HU_neg_183_b2"	"HU_neg_199_b2"	"HU_neg_042_b2"	"HU_neg_075_b2"	"QC1_008_b2"	"HU_neg_203_b2"	"HU_neg_024_b2"	"HU_neg_082_b2"	"HU_neg_169_b2"	"HU_neg_129_b2"	"HU_neg_057_b2"	"HU_neg_035_b2"	"HU_neg_194_b2"	"HU_neg_145_b2"	"QC1_009_b2"	"HU_neg_177_b2"	"HU_neg_025_b2"	"HU_neg_080_b2"	"HU_neg_117_b2"	"HU_neg_136_b2"	"HU_neg_197_b2"	"HU_neg_036_b2"	"HU_neg_054_b2"	"HU_neg_085_b2"	"QC1_010_b2"	"HU_neg_160_b2"	"HU_neg_092_b2"	"HU_neg_023_b2"	"HU_neg_124_b2"	"HU_neg_147_b2"	"HU_neg_205_b2"	"HU_neg_084_b2"	"HU_neg_120_b2"	"HU_neg_198_b2"	"QC1_011_b2"	"HU_neg_045_b2"	"HU_neg_029_b2"	"HU_neg_069_b2"	"HU_neg_155_b2"	"HU_neg_106_b2"	"HU_neg_146_b2"	"QC1_012_b2"
"Dehydroepiandrosterone sulfate"	11274676	2814515	12395399	326398	6793299	18617036	28349617	1369994	1745128	10618012	13596279	14148490	758968	71426	57719	2067478	9692916	3781	2480000	465233	138818	4948	8739295	1451701	10325973	1588977	238487	160859104	2197460	1660270	7638935	28203437	9662180	292528	57748	2386844	5196560	14625259	15197740	276224	725293	9207438	10725466	64079596	6901101	56000	3575647	2386629	2002807	5346757	283052	10361736	23345260	572116	168674	1770046	93266	17686373	10854270	32391384	24414228	90109	5272691	18970399	15159719	9801770	16812338	506.5	1533325	33450	9511726	19541517	946885	47332	5161601	1371558	2602029	2272560	6452209	8180387	1910154	184210	367975	4806956	27861201	167793	99575	10958586	7562076	624623	12295	33825	382841	30444117	10341278	6854297	2377599	42049693	237561	5993787	22923	27864	26705925	6157383	8773017	954774	607.5	518612	49891220	85510343	26871458	1981876	850073	164060	8600336	630781	30081798	76653	8008	39943	5950440	7040263	138258	8183260	9132	11753114	28657944	1169390	29190451	10841717	1777804	1305536	14203562	7945530	3161630	1288789	451277	23084770	146993	195989	11389821	54245	936950	2129319	7636029	402061	36132	726734	93687176	314737	30097873	4455	690225	8064023	3572777	607.5	2206491	3046082	7931947	10138	36338610	16358767	5640490	7167964	607.5	659754	607.5	1687281	527470	5417581	6104668	13214044	7105591	904392	206168	2341126	79757	930551	82012	307692	271048	82733943	8248611	90309	2068500	447562	790068	12140	89989883	6209	32778252	31723583	6455869	30127465	13499271	121595	26588247	70945	19389	35535	333427	27180678	6030050	607.5	6795132	1539577	173949	1526423	40232576	4322914
"Deoxyhexose"	492041	80726	274029	87573	218319	30397	346856	160880	264541	389616	56171	89698	749903	447972	11910	406455	388596	191697	742086	2920	516210	14512	551060	138293	356083	46681	753619	344913	313870	952349	263156	245566	356341	231374	463325	493619	275696	226170	668129	648199	327707	453227	336986	350500	315300	24741	292279	603907	4522	9969	48800	339391	244174	129602	166144	249965	414910	270581	263326	672538	534698	391848	133814	566804	300036	285201	302576	720119	311721	536656	212209	326886	317193	48717	142270	152662	340053	369496	141401	197873	305086	235722	198268	146927	82996	594908	78791	116112	177867	115610	18601	156647	152793	180433	181484	152930	126993	112072	93440	349264	48263	5233	219793	125437	583361	1109077	258027	489142	481317	674642	333975	607.5	425280	1386443	675816	2191550	955771	89914	1175098	784034	53759	356122	922121	760766	778324	200739	514002	664374	785877	582663	88331	1059310	505148	681361	734192	114522	853369	916033	957179	666910	268794	96828	480261	980791	718567	766517	704517	392394	619866	700962	1160912	357973	156248	582908	810792	451904	659661	487296	536677	135414	470985	879880	473368	630329	528618	495975	369701	32219	585788	147637	318047	494452	379275	197867	49378	851730	332238	372680	215075	365033	780430	811108	384270	112014	117151	314065	582036	108663	197788	1275153	169919	453081	305492	218061	482130	23318	847407	709566	292572	572191	265030	442256	257706	26143	83491	123849	460556	226495	25325	172264
"Dimethylguanosine"	1170864	467868	1492594	665958	1335623	491263	1410655	717538	660578	1128554	757450	641484	1775547	176068	370770	1344809	1102559	864244	973387	210721	521722	474504	1216543	793575	1041728	316299	929374	1897319	1445486	1218180	1289047	1070885	1048813	971990	1364941	1505426	1128263	1342717	1065277	651205	332219	919388	1009171	1321918	1388218	575180	753676	1043575	187343	278598	485666	938424	561485	528537	976518	891435	840302	787108	804242	457080	707690	737527	884265	767620	1067847	915400	938805	528711	974928	266301	808724	1233064	415783	707515	833274	382875	617873	539430	316918	771439	366581	138321	524815	797420	964232	296897	201433	372702	657424	479128	248196	194502	895854	793801	1056153	623859	633989	867492	841647	1161949	506442	239901	649834	560365	1520855	1153774	1105060	1324851	1747180	1964226	2060877	607.5	1324107	973332	1378122	1025724	912557	918862	726894	1144088	669974	1510226	1562532	1341844	2134139	748952	1915499	2075373	1473121	1678112	501433	374583	2135864	1333809	2155336	598671	1053496	1023604	1272615	1003406	1345347	938266	1411538	954373	1204116	869839	884312	841837	1097917	655677	1068801	174140	584208	1151557	1014129	1706372	1245335	941397	906724	575898	1004517	1364963	1219177	1018592	1194126	930356	376599	506989	520043	1544594	1993170	1172138	1035912	1034967	601573	954910	154427	883441	706640	990509	1475399	2030304	969557	1081671	1262280	2057611	1816199	233416	1658495	914220	1247853	1447673	827152	631505	926922	600435	974595	487778	1387558	380716	723213	522097	790920	289554	711215	718101	312462	824275	844338	612682
"FMNH2"	40397	11733	75795	9900	50124	16755	66950	21476	8758	37843	20054	19814	71297	5319	506.5	59476	35228	56554	30918	506.5	5885	13006	60241	20613	29758	7902	34299	119630	78519	24469	56736	31211	45007	30240	65399	14555	48346	52582	13400	30091	4369	31964	28571	48243	60358	14931	15369	24241	2282	2549	15932	42557	28145	12591	30241	32710	30815	39964	36035	21277	21735	54154	46759	20360	38146	37353	36259	23174	60049	506.5	35367	66483	7548	35183	34488	19468	19895	25895	9212	28549	3622	506.5	17081	40569	49769	4894	1673	10031	27893	12223	6654	2836	43388	33902	41888	32932	33129	33775	25937	72198	19100	10189	37875	22583	20365	8286	607.5	30126	66923	58384	24668	607.5	22291	10107	29243	607.5	6616	4397	607.5	607.5	607.5	32468	28421	42002	20687	5155	55486	57706	53381	23677	4475	607.5	60673	14626	70260	11271	35414	7629	607.5	607.5	24627	5294	33362	607.5	30039	5386	7088	19800	46120	38125	607.5	607.5	4806	33383	31030	37184	33089	14254	12352	607.5	26579	22485	28114	15522	22773	12102	607.5	607.5	607.5	30703	48894	30691	7330	35862	5017	21352	607.5	13674	16361	19769	44612	50261	25664	28927	19144	28549	24703	607.5	35845	8831	28162	36115	16693	40838	12482	2801	21653	12521	49724	607.5	25765	6331	19266	2464	11461	13857	607.5	14954	17701	14809
"Fumaric acid"	346634	16226	213655	44689	86804	44118	164291	72607	183262	333721	55607	37523	148078	686059	71476	173749	311815	117653	557131	29973	616716	48394	316317	93409	304144	13251	299872	149395	208248	1950977	141391	165524	257849	48836	168342	414422	170053	119312	494248	514711	424433	109168	277741	199423	116052	42377	431617	304148	18003	15952	43177	243422	345285	257337	107457	282701	179683	113941	241699	1018001	639781	140427	114314	393754	150547	187478	100683	394632	133030	599543	188821	128067	185994	62380	126510	35066	394323	292309	176950	202492	390057	451813	173752	142769	112245	855294	58678	147127	151456	175956	37493	541943	86117	42314	116248	165120	86750	68053	68899	187682	68315	22635	173740	119512	738984	2424680	530000	353461	274130	420709	580470	56056	256754	1544972	683537	3641961	1766279	204773	3139551	457672	113679	280458	492638	709934	400375	124165	508815	452818	269260	256017	70083	2271800	379190	643984	497496	112987	891800	450372	868049	630132	149617	188677	270319	435230	619624	1278883	169927	114981	381982	225307	884418	376384	154280	540399	391628	212064	297317	230642	185172	123682	161384	419543	308295	556160	175876	669413	252797	51359	1797649	121044	159100	146796	421507	188370	89226	341326	847573	235969	260269	364659	339871	267388	388177	187683	122126	143585	230732	81589	126453	983862	140594	168266	333456	221539	717050	96877	343915	1709007	218708	1319980	88147	203235	268373	48175	142216	90874	945255	265119	82446	208706
"Gentisic acid"	1393676	286149	1872506	282218	838517	1306532	1723374	479242	429029	1390236	62024	928173	1580243	250310	1468689	1777414	1263676	291631	2843107	302682	2343757	1022367	1588284	424442	1382659	387145	1788590	1679124	4918890	341673	4471805	1943425	1274290	3987881	1046899	1055865	1434138	643152	769195	723269	923419	1192927	1217510	1094409	153077	137682	704904	142134	115927	304025	448093	1179089	316151	526027	563595	499403	1511689	4276678	1134627	639739	558410	4071690	318900	837710	874473	962720	1315167	822230	1096455	478600	899273	3850353	526007	444257	1039843	605499	1558725	610791	98560	835695	304760	411015	674898	305053	317046	396080	65027	202535	719417	154580	108859	166125	1219510	795994	1283754	684981	1070720	799274	843557	1094809	472320	432916	120079	537714	2192373	2373274	309675	2067019	156561	1335591	2561776	2628	1367751	2883908	2189352	1399096	1059588	1752409	2350095	1961794	449838	1848751	1702954	2184962	5270167	2111154	3409472	3651287	1223133	483357	176636	359017	5356208	2108275	7326500	1999235	2297084	1110000	2780288	948330	648616	544135	1920152	3729873	2014850	2085972	1185999	831100	5866712	904382	1817319	272422	607.5	1794888	1073283	715155	877347	1288101	767352	165713	1619548	312374	4411684	1757101	1347974	5483326	105622	607.5	880374	4773821	1852051	4012697	1506395	747420	860522	1784675	269957	1034751	2756790	2327842	1403518	607.5	1520585	583978	1399246	741899	865840	118051	1041124	1160379	1246515	3709009	1297454	2801529	4143776	1740145	877177	1951698	723309	205685	2724339	483101	1223618	232499	811131	1998752	479220	2297602	901182	857346
"Gluconic acid and/or isomers"	3546498	3590956	7518985	2198671	2772557	1988508	3590476	1634018	5086179	3812965	3771135	1101603	3592023	1454143	1682076	5685083	3853997	5688948	4019414	4405433	5633854	2907865	6265366	6509673	3849906	3506047	4936225	5828981	7075533	6023095	3414257	3140553	3852752	4248287	5054873	8016749	3311296	4581745	4621734	2299792	2855604	1996169	4004220	3005268	6282666	3373688	2084508	3286710	1475133	1346418	1368330	3726487	3224334	5270986	3124246	3911204	2987071	3975597	3514526	1550226	2058295	7083978	4651703	2595430	10369638	3362273	4416899	2621089	4333114	768797	3194165	5314488	2451884	3047701	6213927	2240441	4598212	4135813	3815817	3058819	1549539	2357879	3074239	3639056	3246862	1425014	1880617	1119158	2808832	1662909	1551726	1658523	2725977	2272424	2542417	2613635	1800988	2268518	2131109	5975394	2927397	1414922	4748169	2324321	6070765	5330961	4805118	5597702	8778191	6561353	4889472	2797	4900211	5556700	6093527	6933832	6391248	4574903	8655925	8458358	2377843	6567386	7401709	6002262	7664262	5766106	5609397	6640447	5563989	6509384	3806074	4008966	6921479	5844698	9414344	5734873	4714408	8812156	10568623	4058033	6545477	4273404	4617020	5244035	5794083	3561978	8604086	5725013	4916885	7598499	4395711	1334583	2501396	5514672	3361073	9347559	3434924	4779780	2183310	3300738	3918692	5149165	7187691	5288643	3536246	3541049	1932005	3251017	2894180	3030116	5754330	4309358	4662554	2839700	4419431	5011845	2405357	3314624	4264128	4015524	8728880	8246405	4492913	8103578	4345097	6027678	15032702	2012799	3615301	5296409	4854664	3592229	4133413	6092265	5190196	3230196	3261876	4188438	6421916	2607507	4267614	2561511	3748937	3422748	2826355	2114779	2348349	3521529	2147133	3529112
"Glucuronic acid and/or isomers"	310181	210945	436078	212100	227423	177342	163294	216907	554903	290194	237940	103050	279589	154238	115146	343401	299743	768951	369624	275380	399332	237063	335949	313707	303918	239239	420974	320331	361527	471889	219022	273743	287799	275700	351660	718905	246887	262932	345193	304452	242483	178523	311600	214847	471787	191148	169455	356125	104606	118312	150124	299453	265050	272057	175444	357178	208432	236388	256971	145032	222889	486400	226762	243128	553590	249692	343314	274506	367528	109098	252536	292502	201083	256726	375003	148928	283799	334516	343175	215843	156243	260659	256772	170559	159557	158513	124554	123008	219831	117002	107197	176642	225086	151228	222383	200527	176909	152974	150385	783736	173288	110558	298246	187866	505991	548907	541302	1468415	528870	492283	510680	607.5	376082	690760	476393	851861	542182	315587	936916	593223	173796	564183	470051	508032	580289	451489	301211	562499	471432	412877	365670	493391	377292	476058	693130	605971	596456	810985	645564	339501	733923	217935	406352	531796	473362	332405	677696	483409	384031	538943	532172	317879	372404	441193	275530	462617	345886	517078	168061	272831	303855	440655	364331	413982	271031	304314	508387	274481	320726	347021	338031	315699	382278	231558	363305	513969	260122	377921	382305	343295	844614	766031	376963	396837	263244	426927	970164	223183	257644	501785	303306	302368	333334	479085	300691	309833	282048	447398	402230	425752	241448	257460	290007	260272	240079	207750	423183	319397	167850	277147
"Glu-Val"	1089291	452008	2791597	327780	1682797	367397	1287454	321758	375330	960568	373964	292403	1392383	225371	505912	608447	1055968	2367123	1505058	81407	760901	358972	364733	313472	961123	95706	2253620	795018	479978	1489853	811330	1179665	961708	307201	1753884	939692	491553	667518	866353	1700965	298773	795574	917714	1504009	979095	288138	574090	1285245	221330	185850	305451	838641	213359	309755	1248317	1081046	850063	1156958	827028	801125	720219	895025	764329	1090416	832089	814833	1142664	1196925	827304	95412	785906	643276	582950	671787	406259	406352	1308546	732884	343165	657347	461777	175922	450738	1236744	1227571	460055	84865	210770	627155	682120	103758	98638	888295	1204267	507117	527994	343776	957135	832810	605495	153735	139880	763363	473589	1897710	532518	1662671	1036955	2912081	3572802	2523763	37620	955154	2631767	1615795	1813561	2142655	742019	1543640	2545036	433671	1439734	3033321	1672195	1937474	397955	1435249	1729409	1720627	1536879	291978	795123	2432200	1441588	2465770	764440	756749	1187421	1436239	1738492	605943	785325	1994567	1817574	1393508	638923	879821	641767	1763345	757493	1192657	116905	413311	1337347	1784568	1077535	1963126	1307172	1764971	664438	1440281	4027264	1597838	1230093	1064281	1322906	364593	436041	716111	1761743	1795426	1830953	1169660	1266086	654066	1899318	339481	800342	1993158	1036569	2286478	541488	1103032	1778563	1280200	1756934	1304429	181198	1555877	604403	2088310	1549161	995502	548889	925998	543989	1042913	843263	1728428	490295	1013663	1426701	888957	115429	1086094	1003735	385247	659395	1659357	827936
"Glyceric acid"	496140	356395	1084220	565709	748787	404570	449310	226097	344894	495434	184033	140103	456383	325760	437926	557905	501828	123102	673203	649834	1313826	160072	578135	588050	512295	137887	631375	366468	498136	319153	380868	708999	521380	224346	357666	417337	441354	304804	448143	518372	381308	235569	503876	492585	381315	277966	415034	172356	33145	259507	133243	444440	483331	384965	326601	342417	282951	676498	418351	289351	333261	369889	550157	495294	423475	384556	369909	618600	416301	127026	337212	307291	606857	174014	350763	243397	750499	351129	247567	309613	224530	106690	493714	986409	332294	371205	183951	102275	269262	328767	87313	55788	562896	249902	250036	249921	125090	154507	135182	78350	115711	80299	154628	197077	1127294	790768	572399	1167689	973423	1341925	1759649	1402107	463614	1980484	1158507	896845	1442489	544907	863193	1178453	2428898	1524007	780247	1124048	1405972	482391	995878	816772	1048847	1647583	1415149	777311	1926239	1194170	1622927	552478	587484	623925	1009387	1560573	558426	603165	1430886	1695751	1050185	784403	805763	284241	1268621	687225	1619659	242618	1126583	1051498	786557	1432809	789783	1117490	933534	1144046	419295	1044921	2446941	1003345	772252	978309	606996	1082398	1368181	888949	833063	721134	827411	454061	193085	665597	327491	779026	879225	622407	530000	1231427	770847	814779	1051104	795355	1595725	152500	1341154	638200	911685	666536	679503	967741	869427	345824	409309	380159	944184	1976661	788246	520309	671317	289658	467836	929337	765491	196376	576382	526618
"Glycocholic acid isomer 1"	7694	4981	117405	506.5	21948	506.5	38953	506.5	506.5	21726	13391	506.5	21745	506.5	24312	135892	23236	106888	5321	506.5	35373	506.5	10013	20701	15680	4362	19619	506.5	24666	4885	506.5	39343	20106	506.5	10540	24305	7780	31675	24660	506.5	506.5	506.5	26224	61580	506.5	506.5	6904	26780	3350	506.5	506.5	20216	506.5	3178	113489	506.5	89910	72617	20781	19690	506.5	1946	10303	23931	3069	21422	34266	12449	15029	506.5	17781	9251	2996	2080	14060	5094	19322	45183	2260	24531	2137	17326	4909	12258	69856	16543	1902	1409	19541	506.5	3685	506.5	15348	46480	15377	19780	506.5	37907	12417	27687	1973	12394	17566	16379	9591	607.5	10743	25604	607.5	37380	607.5	607.5	607.5	607.5	9593	117129	24962	607.5	607.5	17487	607.5	81344	607.5	607.5	13394	607.5	14030	6269	13091	607.5	607.5	607.5	607.5	4546	63692	607.5	22847	84343	103472	136514	13522	13374	607.5	49768	7750	607.5	607.5	607.5	4349	607.5	607.5	607.5	607.5	6161	607.5	28046	61746	607.5	43236	607.5	607.5	14182	607.5	10132	607.5	15680	607.5	607.5	5463	607.5	19535	13675	607.5	607.5	607.5	4261	2176	607.5	3114	607.5	607.5	42692	4616	3822	607.5	24622	607.5	607.5	7137	607.5	26481	3020	10739	35138	63771	607.5	607.5	3674	75923	607.5	30036	1594	2294	607.5	607.5	607.5	4176	607.5	22212	5005
"Glycocholic acid isomer 2"	85837	506.5	236974	5575	82840	5567	142468	4646	5022	83224	31673	5464	73377	506.5	25368	384790	90216	186574	41370	4517	55364	506.5	62881	10610	72527	11231	188454	74626	100268	66595	35155	84819	77679	19536	51432	124475	31541	91038	58179	37486	19084	40713	89763	89978	94045	506.5	36209	56584	2353	506.5	506.5	70723	3933	506.5	219006	16056	123679	121041	74268	54969	506.5	7151	53811	93993	19468	62100	81041	62298	88242	5279	62875	107809	13102	32433	46621	19567	33098	105882	12974	67119	2669708	32469	27485	58059	94162	32369	11458	9547	49869	24970	9817	4151	37788	134370	31960	50069	17131	95042	130691	72653	18351	26012	61421	45193	50313	607.5	46576	87187	70674	100408	28846	607.5	12686	607.5	33125	131822	83428	607.5	607.5	29383	607.5	109254	87993	35359	61474	6558	95647	14961	43859	4640	607.5	607.5	61142	40141	162230	13451	61096	134764	271054	154698	26230	6611	607.5	64696	29428	13400	22416	607.5	33678	42704	212912	607.5	607.5	44103	607.5	30337	63527	3541	89087	607.5	11903	71261	6565	39473	5327	36525	607.5	607.5	18887	15895	70345	62093	15743	607.5	12992	21544	3713	607.5	46891	24534	11227	75682	33479	11815	21121	104598	3219	607.5	33691	607.5	55588	43022	30124	98578	151939	3432	2330	35077	261313	607.5	45014	17480	25368	6291	607.5	18590	20361	4980	32146	22097
"Glycocholic acid isomer 3"	59671	506.5	169395	506.5	43234	13661	205455	4646	506.5	60531	25950	506.5	63328	506.5	7414	390191	55183	157959	50085	506.5	35324	506.5	12530	16187	53520	12453	179768	67020	109079	97999	15762	56846	63925	506.5	35354	69118	16316	63562	34332	3146	3736	21047	60813	67344	12157	506.5	25214	29615	506.5	506.5	4630	60708	506.5	7241	179405	16056	131915	105680	50057	54474	506.5	506.5	10233	90545	8188	44951	35275	31946	107182	2442	43115	51431	11351	3834	23183	11366	48895	89055	506.5	43033	4311	18187	16696	106046	62696	40084	10437	16103	42451	506.5	9563	506.5	26946	70194	31343	43312	2160	58198	52218	19499	11011	15606	42822	32874	27015	34543	61168	87187	48862	8997	4591	607.5	23080	607.5	34550	164399	48546	607.5	607.5	26579	6519	162272	607.5	32279	69158	4963	110521	24447	80028	607.5	607.5	6838	61142	26175	104110	13451	48464	135914	524247	204880	24068	36749	607.5	61043	44729	30008	607.5	607.5	15441	99023	39113	13118	607.5	42348	2658	9257	56682	3541	52170	4029	24826	30228	607.5	29193	5559	21817	607.5	3485	12627	607.5	49215	24701	30717	607.5	3307	14523	3809	607.5	10116	15881	607.5	31213	34780	2807	8039	47693	607.5	607.5	19125	607.5	33596	11072	25841	79924	127608	11208	607.5	20189	1265203	607.5	50054	3015	15604	607.5	607.5	13901	20266	607.5	26820	21939
"Heptylmalonic acid"	3710690	830114	3437466	2507864	3690638	864725	4241168	2050965	2621324	3625662	2147371	1324751	3912196	1367222	2258523	5253736	3701598	2909481	3201173	643930	2136711	1066962	3299845	1140991	3675030	1018703	3670871	3143313	3803199	3415414	2944051	3160260	3717353	2632867	4282448	4540372	3420385	3260311	3469478	2003231	1515010	3743521	3657574	4495355	3237823	1401698	3224543	3622832	448914	2047220	668131	3402437	1393559	979478	4184450	2125726	2908313	3583967	2902131	1559906	1503960	4326425	3437969	2407862	4095269	2749205	2263358	3004582	3612400	853283	2668525	4124405	2036399	2432096	1816095	1742057	4581531	3766451	1991293	2343322	1971358	1373067	2486936	3018191	2166719	2370554	712181	769079	2178793	1476926	1136595	854039	3601151	3836320	2347508	1964382	1032113	2323143	2088674	3169138	710723	1015036	3367255	1720293	6826929	3095371	6013224	7464950	5140884	6388553	6460170	6288	4774785	6708367	6033111	7214623	2884913	2607006	1785962	6470093	2114898	11735326	6971048	6052517	3027717	5654520	3865656	9541625	6031936	4816568	1841280	1765624	7164418	5311697	13386233	5237507	9490696	7495832	3747967	4882843	6374704	1963245	8924909	9639914	4858985	3465122	4340714	6815312	8714714	5664453	4211635	466797	2476261	4972005	5078614	4943534	5588478	5019547	3932163	3967714	8503546	8129316	3151819	4328917	3053550	4370159	1193412	1767880	2938432	5173684	9032784	5523509	4322056	4589905	2693295	5538206	2121582	5450657	2889414	7651612	9696903	5403490	4210286	3079694	2365462	2613320	7077967	460462	4827915	4011737	132019	4924768	3547609	5733014	4005817	156728	4148939	3719391	3956643	1516305	3214674	4262426	3382560	864798	2878255	3245075	2013077	1282466	2858746	2341812
